stock_code,EPS,Beta,PE_Ratio,ROE,ROA,Gross_margin,Operating_margin,Trailing_PE_Ratio,PB_Ratio,Revenue_per_share
3550.TW,-1.67,0.372,nan,-0.19695999,-0.05269,0.09677,-0.05205,nan,0.8428841,39.889
3557.TW,6.4,0.625,12.869415,0.22322,0.08623999,0.38364,0.18485,11.703125,2.4337938,66.311
3563.TW,5.19,1.154,19.22129,0.07585,0.03134,0.571,-0.07542,75.14451,4.751462,27.114
3576.TW,-2.59,0.861,9.307693,-0.28121,-0.06638,-0.23468,-0.20922,nan,1.5649251,5.735
3583.TW,8.85,1.638,50.280502,0.19054002,0.02628,0.30456,0.09186,40.508472,7.144708,93.834
3588.TW,0.96,1.036,nan,0.033859998,0.00493,0.37897,0.0061799996,94.79167,3.220099,21.389
3591.TW,0.11,0.935,55.17544,0.02015,0.00834,0.25206,0.04163,285.9091,1.5291487,15.018
3592.TW,23.81,1.143,12.541057,0.17717,0.05327,0.29389998,0.09382,17.639648,3.0094366,273.143
3593.TW,-0.62,0.412,nan,-0.11891,-0.0253,0.07146,-0.16584998,nan,2.679464,9.383
3596.TW,11.41,0.577,13.526971,0.18556,0.04978,0.14576,0.060399998,14.285714,2.5670505,239.087
3605.TW,-0.75,0.974,15.388513,-0.01887,-0.0127,0.21146,-0.030250002,nan,1.1399184,62.412
3607.TW,-0.86,1.167,nan,-0.02871,-0.033859998,0.07329,-0.13508001,nan,1.2925535,21.05
3617.TW,18.96,0.885,34.75682,0.28167,0.09224,0.4873,0.15734,15.453588,3.7325792,131.247
3622.TW,4.41,0.698,20.756758,0.11185,0.03787,0.41301,0.34744,17.414967,1.6973126,11.072
3645.TW,-0.06,1.166,14.072847,-0.00791,-0.00021,0.19926001,0.05219,nan,1.9811673,13.413
3652.TW,0.64,0.755,nan,0.02656,0.00488,0.32248002,-0.014049999,63.359375,1.6924746,30.265
3653.TW,17.79,0.446,42.72959,0.22721,0.10428,0.34041,0.22966999,56.49241,12.964229,86.687
3661.TW,50.65,1.338,25.98158,0.16882,0.0771,0.21463,0.11553001,52.91214,6.3608246,472.9
3665.TW,13.91,0.787,12.754514,0.098450005,0.045840003,0.24861,0.088640004,23.867722,2.2504508,312.205
3669.TW,3.1,0.89,nan,0.09283,0.01617,0.57185,-0.02121,16.741936,1.4125524,27.275
3673.TW,0.55,0.803,18.447489,0.00557,-0.00025,0.04698,-0.00942,73.454544,0.42314744,166.888
3679.TW,13.41,0.762,18.918919,0.15622,0.045900002,0.28922,0.18832001,9.917972,1.7437819,59.823
3686.TW,-0.26,1.468,nan,-0.02831,-0.030669998,-0.01329,-0.26726,nan,2.1857035,0.751
3694.TW,2.35,1.128,nan,0.12495,0.03603,0.13406,0.018129999,22.680851,2.6099303,62.188
3701.TW,1.51,0.239,nan,0.13703,0.04249,0.16165,0.029159999,34.172184,2.7583256,62.699
3702.TW,5.34,0.263,15.068965,0.108780004,0.02352,0.03745,0.01788,16.36704,1.6586643,422.284
3703.TW,1.94,0.552,12.5,0.03734,0.015,0.13251,0.01006,18.685566,1.1096826,36.562
3704.TW,2.29,1.167,8.305955,0.08604,0.01847,0.22838,-0.00644,17.663755,1.4812509,67.818
3705.TW,3.46,0.049,nan,0.13204001,0.05432,0.42731997,0.15903,15.722544,2.0631068,26.856
3706.TW,1.91,0.631,24.547873,0.03936,0.0018000001,0.12955,0.0057,24.162306,0.93487287,30.324
3708.TW,11.52,0.771,26.344086,0.15709,0.010369999,0.18829,0.03121,12.760416,1.8884648,74.931
3711.TW,8.03,1.048,11.935704,0.111049995,0.036989998,0.15978,0.05666,21.731009,2.5905583,135.716
3712.TW,3.07,1.245,nan,0.03887,0.01171,0.12882,0.029140001,17.100977,1.5379207,57.332
3714.TW,-7.99,1.073,-563.75,-0.12567,-0.029509999,0.084230006,-0.09345,nan,0.7269972,30.813
3715.TW,4.29,0.173,13.05668,0.18763,0.050100002,0.24691999,0.09415,15.0349655,2.6338356,58.35
4104.TW,4.68,0.117,18.10757,0.088120006,0.02475,0.20254,0.08104999,19.423079,1.6944098,53.137
4106.TW,1.39,0.22,17.71875,0.061290003,0.03615,0.4323,0.07533,20.395683,1.2274321,25.706
4108.TW,-0.34,1.007,nan,-0.04326,-0.03837,0.39433,-1.40699,nan,2.0226862,0.816
4119.TW,2.47,-0.183,16.039076,0.062459998,0.01328,0.27228,0.14531,36.558704,2.0987797,10.433
4133.TW,0.98,0.388,27.704916,0.04725,0.01909,0.4573,0.13841,34.489796,1.6077628,6.137
4137.TW,8.86,0.701,10.83388,0.13599,0.07834,0.83565,0.21125999,18.623026,2.4422014,57.725
4142.TW,-1.37,0.448,8.41716,-0.118030004,-0.04456,0.24139,-4.45273,nan,2.2606277,3.936
4148.TW,1.84,0.914,10.0,0.06097,0.02456,0.22358999,0.0454,27.554348,1.4464226,40.169
4155.TW,0.11,0.313,nan,0.00853,-0.00485,0.13335,0.03629,231.81818,1.5488337,8.974
4164.TW,1.85,0.433,14.741143,0.05335,0.02382,0.2637,0.03095,29.243242,1.465251,22.537
4190.TW,-1.62,0.512,37.037037,-0.04763,-0.00476,0.66308,-0.12279,nan,1.5675455,45.884
4306.TW,1.37,0.673,nan,0.07904,0.01423,0.1716,0.05452,15.510949,1.1105304,21.398
4414.TW,-0.18,0.758,1.7021277,-0.03893,0.01313,0.18569,-0.02695,nan,0.7517031,15.793
4426.TW,-0.3,0.596,nan,-0.01928,-0.01096,0.13982001,-0.12142,nan,1.1115445,6.83
4438.TW,5.92,0.355,9.828326,0.07991,0.02527,0.13953,-0.08198,19.341215,1.4902644,157.247
4439.TW,8.2,0.595,10.662825,0.09629,0.0495,0.21879,0.07542,13.536586,1.2700956,135.487
4440.TW,1.02,0.172,nan,0.05013,0.00669,0.08396,0.03031,26.470589,1.4356357,14.375
4526.TW,-0.19,0.819,23.222221,0.00303,-0.0143,0.18916,-0.12166,nan,1.5756936,28.286
4532.TW,1.78,0.914,14.6,0.08732,0.02646,0.14734,0.061729997,16.404495,1.4917749,35.817
4536.TW,16.2,0.634,13.100576,0.17856,0.06691,0.33578998,0.16935,12.623456,2.1615052,92.59
4540.TW,-3.23,0.751,10.094044,-0.09262,-0.03526,0.04948,-0.55016,nan,0.989886,25.484
4545.TW,1.7,0.333,15.147783,0.06876,0.024149999,0.21844,0.07818,36.176468,2.45558,25.8
4551.TW,4.58,0.88,13.50711,0.067490004,0.02547,0.20465,0.032560002,24.890831,1.6424857,59.856
4552.TW,3.16,0.352,2.865792,0.06122,0.046880003,0.22094,0.07006,8.987342,0.540078,42.696
4555.TW,-0.74,0.174,22.105265,-0.0135699995,-0.00488,0.2597,-0.00865,nan,1.5448371,19.667
4557.TW,9.32,0.189,18.518518,0.17649001,0.072909996,0.30749,0.11181,12.875537,2.3007016,78.706
4560.TW,1.29,0.238,nan,0.057540003,0.025309999,0.30737,0.07199,29.03101,1.4319034,18.472
4562.TW,-1.03,0.338,nan,-0.089829996,-0.0235,0.31557,-0.15976,nan,4.0498443,8.247
4564.TW,-1.94,0.648,nan,-0.089420006,-0.02733,-0.1297,-0.60263,nan,1.1573516,5.687
4566.TW,3.34,0.824,20.973452,0.09177,0.0155299995,0.22413999,0.05796,28.383236,2.1749604,46.474
4569.TW,5.2,nan,nan,0.06521,nan,0.19969,0.08486,19.807693,1.2580767,42.371
4571.TW,6.11,0.739,nan,0.121079996,0.05468,0.28599,0.15935999,20.130932,2.3769953,48.085
4572.TW,6.83,0.451,18.039444,0.142,0.080579996,0.49001,0.36191002,22.767204,3.0722725,22.384
4576.TW,-0.2,1.094,nan,0.0022,-0.00357,0.29795,-0.11642,nan,2.3519304,17.294
4581.TW,5.8,-0.17,nan,0.18507,0.07539,0.31996,0.16806,10.948276,1.9205178,34.686
4583.TW,13.05,0.833,nan,0.112440005,0.052600004,0.55317,0.33865002,22.030651,2.4460175,34.313
4588.TW,nan,nan,nan,0.22948,0.07635,0.32919997,0.15511,nan,nan,25.9
4720.TW,0.34,0.675,nan,0.08049,0.015520001,0.21059,0.061339997,60.0,1.5334886,32.93
4722.TW,2.24,0.357,13.079096,0.08014,0.030050002,0.15958999,0.06311,20.669641,1.6165636,36.231
4736.TW,nan,0.12,15.147453,0.11753,0.03391,0.40627,0.115930006,nan,nan,45.571
4737.TW,0.11,0.616,22.307693,0.0034400001,-0.00118,0.41172,-0.00737,632.72723,2.2292686,29.75
4739.TW,0.03,1.615,17.461142,0.00828,0.00068999996,0.06533,0.06197,2246.6667,1.4476879,43.06
4746.TW,0.46,0.779,10.416222,-0.01041,0.035099998,0.45009997,0.16553,212.1739,1.571279,37.941
4755.TW,4.56,1.279,15.72536,0.105100006,0.0469,0.21383,0.1153,31.14035,3.281113,48.884
4763.TW,80.2,1.191,7.588076,0.79864997,0.46808997,0.64775,0.61644,11.521197,6.3524365,155.554
4764.TW,-1.08,0.462,nan,-0.041490003,-0.015140001,0.11236,-0.05983,nan,1.703692,26.296
4766.TW,20.08,0.588,15.092674,0.18131,0.082600005,0.3259,0.15418,17.031872,3.373014,174.52
4770.TW,20.46,1.078,14.47862,0.24452999,0.114930004,0.46141,0.35169,18.866081,4.3847694,68.762
4771.TW,nan,1.159,nan,0.27442,0.13075,0.40943,0.31133,nan,nan,53.893
4807.TW,-4.5,0.816,3.9812646,-0.12544,-0.080790006,0.085930005,-0.13748999,nan,0.90104413,31.381
4904.TW,3.38,0.013,23.068491,0.14232999,0.04911,0.30286,0.13666001,24.911242,3.269141,28.895
4906.TW,1.39,0.542,8.514412,0.0428,nan,0.113570005,0.02041,27.6259,1.1707674,62.644
4912.TW,5.01,1.004,9.525692,0.09345,0.03186,0.26201,0.06645,24.051895,2.1039217,79.061
4915.TW,5.46,0.493,13.278008,0.13543999,0.036429998,0.16087,0.04304,17.582417,2.4405746,131.25
4916.TW,0.5,0.803,8.6,0.02973,0.02639,0.14964,0.03421,60.2,1.4183395,37.159
4919.TW,5.13,0.759,16.753586,0.13857001,0.03233,0.40922,0.05382,25.048733,3.4016306,83.048
4927.TW,-5.2,0.819,4.7440696,-0.14074,-0.02616,0.06807,-0.082229994,nan,1.1175156,63.965
4930.TW,3.79,0.628,nan,0.10381,0.023729999,0.18180999,0.0435,8.9445915,0.85163045,89.268
4934.TW,-0.63,0.797,nan,-0.12800999,-0.05271,0.06787,-1.8599299,nan,2.4858572,7.051
4935.TW,4.33,0.584,4.5662737,0.06774,0.01975,0.16712,0.03662,15.196306,1.0154477,48.582
4938.TW,5.94,0.501,16.037735,0.0842,0.0164,0.03896,0.01207,20.03367,1.6795812,446.242
4942.TW,4.56,0.545,10.010753,0.077470005,0.04146,0.24499,0.09335,10.208333,0.76749325,41.978
4943.TW,-2.76,0.872,1.6598022,-0.97913,-0.08914,-0.011820001,-0.28041,nan,6.674395,17.901
4949.TW,nan,0.089,nan,0.041020002,0.02221,0.21681999,-0.09561,nan,nan,60.776
4952.TW,1.8,0.462,19.15942,0.0836,0.03874,0.37598,0.07952,36.72222,3.2906854,20.721
4956.TW,-1.26,1.278,16.16959,-0.07132,-0.0382,0.01263,-0.13166,nan,1.6243685,10.98
4958.TW,6.85,0.734,11.005199,0.07453,0.022869999,0.18194,0.022839999,18.540146,1.2225999,161.238
4960.TW,-0.68,0.88,-29.285715,-0.04088,-0.01686,0.05274,-0.04547,nan,0.8903642,15.668
4961.TW,14.14,1.956,13.325526,0.11013,0.05468,0.32333001,0.10285,20.120226,1.9453391,99.369
4967.TW,7.47,0.833,nan,0.24678,0.05035,0.105450004,0.11545999,19.812584,3.9735813,256.468
4968.TW,-1.16,2.335,37.73006,-0.046719998,-0.03521,0.28804,0.0004,nan,9.966778,35.523
4976.TW,-1.5,1.522,30.463577,-0.07855,-0.054050002,-0.12445,-0.14178,nan,2.5422792,6.719
4977.TW,1.89,0.855,20.841835,0.03458,-0.00095,0.15423,-0.18471001,43.227512,1.7249023,13.733
4989.TW,-1.14,1.126,nan,-0.069460005,-0.05666,-0.03185,-0.09666,nan,1.583979,25.056
4994.TW,3.33,1.028,37.19512,0.17334999,0.07906,0.6105,0.30212998,36.63664,6.192893,25.306
4999.TW,1.09,0.551,26.679104,0.02414,-0.00079,0.16839,-0.03492,32.798164,0.7852138,25.977
5007.TW,3.57,0.304,13.450704,0.16213,0.08547,0.24824,0.17684,16.05042,2.6498334,23.091
5203.TW,3.33,0.41,21.413935,0.05717,0.01606,0.85769,0.06996,31.381382,1.7761235,24.403
5215.TW,3.11,0.415,nan,0.060960002,0.03934,0.27954,0.05323,16.688105,0.9917261,41.009
5222.TW,6.16,0.529,22.771587,0.23455,0.11575,0.54831004,0.28718,26.542208,5.856227,17.592
5225.TW,8.34,0.484,14.617486,0.26591998,0.06809,0.1588,0.05624,12.829736,2.9086363,164.869
5234.TW,5.23,0.972,18.394077,0.19468,0.08294,0.35347998,0.12677,30.879541,5.8669667,41.385
5243.TW,3.17,0.756,15.497512,0.071329996,0.03968,0.19239001,0.06349,19.652996,1.3353052,67.915
5244.TW,2.49,0.558,nan,0.100959994,0.05159,0.46580002,0.1522,19.116465,1.886942,12.828
5258.TW,8.27,0.935,10.9807205,0.24677,0.089420006,0.32724997,0.06985,15.840386,3.490448,77.151
5269.TW,39.2,1.014,24.158852,0.1277,0.058130004,0.55046004,0.38009,55.867348,7.7559457,92.489
5283.TW,6.35,0.572,nan,0.11882,0.04398,0.32376,-0.054130003,17.007874,2.0400455,83.351
5284.TW,4.55,0.637,10.11191,0.09792,0.03822,0.37330002,-0.16400999,27.802197,2.7006257,47.839
5285.TW,2.16,1.223,12.160714,0.07993,0.02776,0.14318,0.0349,31.527777,2.5308456,49.331
5288.TW,15.29,0.593,12.371757,0.22995001,0.08764,0.20786,0.15066,13.407455,2.7479525,108.627
5292.TW,nan,0.362,nan,0.2856,0.08871,0.26868,0.18341999,nan,nan,62.107
5306.TW,4.97,0.935,15.372168,0.08420999,0.04052,0.37585998,0.16261,28.672033,2.2774494,35.859
5388.TW,9.16,0.714,9.535256,0.21741,0.04577,0.17309,0.0529,12.991266,2.4671905,235.625
5434.TW,14.99,0.495,14.319127,0.21669,0.06683,0.13557,0.0733,18.37892,3.6420121,261.382
5469.TW,4.9,0.634,8.991735,0.10083,0.05377,0.25431,0.15398,11.102041,0.90296453,79.275
5471.TW,1.33,0.211,6.059565,0.061290003,0.02681,0.42321998,0.04048,39.774437,2.4374511,15.985
5484.TW,-1.12,0.798,105.652176,-0.122559994,-0.0709,0.22264999,-0.48668,nan,8.442386,5.321
5515.TW,1.89,0.498,nan,0.09549,0.0028799998,0.091809995,0.012510001,12.857142,1.1869291,17.129
5519.TW,4.6,0.465,nan,0.20605,0.061100002,0.26834,0.15147,10.250001,1.9895356,28.951
5521.TW,0.11,0.515,nan,0.00959,0.00209,0.0591,-0.06583,115.0,1.1723818,11.845
5522.TW,3.9,0.338,12.437592,0.06978,0.02638,0.30461,0.20729999,21.717947,1.5053763,24.763
5525.TW,2.4,0.3,nan,0.13096,0.03046,0.27438998,-0.19333,15.020832,1.9257479,17.831
5531.TW,-0.85,0.64,nan,-0.035940003,-0.0043099998,0.26349002,-0.68267,nan,1.0808723,3.865
5533.TW,1.97,0.234,nan,0.0612,0.03284,0.33153,0.17801,12.182741,0.73502386,9.095
5534.TW,6.12,0.295,9.966073,0.088369995,0.03026,0.30068,0.20403999,19.199347,1.7014683,33.397
5538.TW,1.15,0.487,5.318107,0.033800002,0.01353,0.089099996,0.06078,28.347826,0.9715971,60.213
5546.TW,-1.01,0.259,nan,-0.095690005,-0.0080699995,0.08563,0.049689997,nan,1.069429,45.961
5607.TW,2.61,0.536,18.844885,0.08925,0.024030002,0.46925998,0.34043998,21.877396,1.8926712,9.606
5608.TW,-1.31,1.356,1.9095023,-0.06328,-0.00387,0.04871,-0.10438,nan,0.83753425,8.851
5706.TW,3.59,0.49,39.75,0.18569,0.04146,0.16159001,0.090550005,22.144848,3.8180768,33.501
5871.TW,14.32,1.148,8.90183,0.15105,0.02686,0.71453005,0.51114,11.208101,1.6179925,39.076
5876.TW,3.03,0.54,12.065789,0.07112,0.0073,nan,0.57616,15.132012,1.1538074,8.301
5880.TW,1.2,0.397,13.978495,0.07514,0.00382,nan,0.44752997,21.666666,1.5493712,3.726
5906.TW,2.39,0.574,nan,0.10949001,0.03708,0.53715,0.0756,26.69456,3.0954344,61.545
5907.TW,-11.37,0.683,nan,-0.35718,-0.007900001,0.83844,0.04287,nan,0.3503027,18.793
6005.TW,2.01,0.845,nan,0.113409996,0.01935,0.89075994,0.32956,12.562189,1.3168875,5.415
6024.TW,4.91,0.42,nan,0.14294,0.019709999,0.56133,-0.03004,11.91446,1.6433969,10.447
6108.TW,0.74,0.466,6.936027,0.03282,-0.0028600001,0.100880004,-0.029760001,27.837837,0.90382594,36.835
6112.TW,2.98,0.246,nan,0.10759,0.01985,0.1376,0.00751,22.61745,3.031257,105.598
6115.TW,3.23,0.206,14.885496,0.11062,0.04106,0.16638,0.06944,18.111456,2.0696242,34.216
6116.TW,-1.74,1.072,37.962963,-0.114020005,-0.05716,-0.22281,-0.43385,nan,0.72834504,4.273
6117.TW,2.66,0.947,nan,0.19378,0.04285,0.26331,0.12988,45.48872,8.062904,29.54
6120.TW,0.5,0.998,-817.50006,0.03691,-0.00187,0.05553,-0.02883,32.7,1.1755824,29.315
6128.TW,3.27,0.089,nan,0.10662,0.03896,0.41847,0.09448,11.75841,1.2023516,41.692
6133.TW,0.23,0.849,nan,0.02355,0.00137,0.19756001,-0.05451,66.95652,1.5975102,8.337
6136.TW,0.91,0.249,nan,0.03036,-0.0059399996,0.1965,-0.03131,25.714285,0.65027094,4.377
6139.TW,9.11,1.045,nan,0.27882,0.06044,0.09255,0.07565,24.698135,4.024901,300.281
6141.TW,-5.23,0.605,6.4313726,-0.31946,-0.05987,-0.09558,-0.37632,nan,1.202346,24.876
6142.TW,-0.35,0.67,nan,-0.01164,-0.02401,0.06809,-0.43591,nan,1.0551182,7.677
6152.TW,-0.1,1.024,nan,-0.01449,-0.02246,0.18652001,-0.02891,nan,1.5466816,13.052
6153.TW,-5.45,0.906,5.7951484,-0.22485,-0.060149997,-0.079,-0.39029998,nan,1.0138161,17.166
6155.TW,0.93,0.839,24.349594,0.05274,-0.0031,0.19895001,-0.06785,32.2043,1.6951551,5.934
6164.TW,-0.01,1.023,27.45763,-0.00221,-0.01424,0.27849,0.01954,nan,1.451613,7.584
6165.TW,1.16,0.296,nan,0.06506,0.01582,0.24059999,0.00105,34.267242,2.2654736,43.678
6166.TW,0.78,-0.099,32.244896,0.025020001,0.00281,0.36705002,-0.05928,101.28206,3.3097324,48.685
6168.TW,0.5,0.818,10.382979,0.02884,0.00583,0.268,-0.017760001,48.8,1.6428764,9.613
6176.TW,13.81,0.715,16.925594,0.18105,0.06117,0.2048,0.117089994,14.989138,2.6106696,98.2
6177.TW,4.69,0.375,16.61111,0.22646,0.040289998,0.25814,0.0535,12.750533,2.6899374,34.485
6183.TW,3.18,0.243,nan,0.18136999,0.09274,0.43477002,0.22610001,23.584906,4.1395297,15.588
6184.TW,3.47,0.065,nan,0.12527001,0.04822,0.50071996,0.28915,15.475505,1.8837479,14.016
6189.TW,5.38,0.409,nan,0.20569,0.05669,0.08357,0.04484,17.397768,3.3372552,159.688
6191.TW,6.68,0.765,nan,0.15446,0.063769996,0.24815,0.17422001,10.434132,1.505237,48.407
6192.TW,8.91,0.651,12.693499,0.14249,0.06192,0.31168,0.15571,13.804714,1.883095,72.851
6196.TW,11.65,1.375,13.66279,0.19513,0.031240001,0.087749995,0.01559,14.1201725,2.8272378,286.88
6197.TW,6.25,0.524,nan,0.25892,0.096090004,0.31125998,0.17403999,30.56,7.289242,43.849
6201.TW,4.56,0.305,nan,0.16665001,0.07928,0.25243,0.08768,14.013159,2.292788,37.355
6202.TW,0.13,0.501,37.57764,0.00686,-0.00051,0.39331,-0.13677,465.38464,3.608924,10.076
6205.TW,1.5,0.498,16.383928,0.05271,0.017339999,0.36993998,0.12568,48.933334,2.430705,14.578
6206.TW,4.68,0.452,13.623188,0.12862,0.0747,0.41055,0.21759,20.08547,2.739806,26.087
6209.TW,-0.14,1.231,-193.75,-0.0074299998,-0.02311,0.06741,-0.07646,nan,1.7600635,14.896
6213.TW,2.08,0.997,16.497093,0.03871,0.020550001,0.12893,0.04004,54.56731,2.0724916,68.807
6214.TW,6.8,0.428,21.406004,0.11562,0.033350002,0.21693,0.047030002,19.92647,2.2428205,149.44
6215.TW,0.97,0.757,nan,0.05816,0.0055,0.30598,0.032,55.56701,3.1291728,12.195
6216.TW,1.94,0.27,nan,0.072680004,0.027479999,0.47025,0.072909996,25.438143,2.6955428,8.421
6224.TW,1.47,0.759,760.0,-0.0033500001,-0.0050199996,0.26860002,-0.01363,36.190475,1.7888968,32.161
6225.TW,0.39,0.481,nan,0.119090006,0.00863,0.18445998,0.00661,40.51282,4.549381,2.146
6226.TW,-0.49,0.185,nan,-0.043070003,-0.01753,0.23866,-0.16041,nan,1.1121315,6.249
6230.TW,6.4,0.833,51.5625,0.097229995,0.03066,0.19973,0.00084,51.5625,4.821319,111.198
6235.TW,4.14,1.018,7.334924,0.21805,0.07293,0.30087,0.13428001,22.27053,4.454106,31.044
6239.TW,11.45,0.783,13.762812,0.14667,0.04735,0.18187,0.111549996,16.419214,2.4728708,97.718
6243.TW,1.64,1.237,-39.625,0.08999,0.01638,0.3456,-0.025829999,38.65854,3.3900118,19.176
6257.TW,4.65,0.583,13.921902,0.14291,0.03758,0.23923999,0.14193,17.634409,2.2077434,35.054
6269.TW,6.12,0.779,15.151515,0.079780005,0.02204,0.14883,-0.02786,15.522876,1.26313,97.857
6271.TW,5.45,1.09,16.159496,0.04639,0.02481,0.23963,0.14427,28.256882,1.3210152,55.752
6277.TW,4.01,0.254,11.797431,0.10585,0.059559997,0.5998,0.12956999,20.62344,2.1528049,41.4
6278.TW,9.86,1.242,13.208555,0.15408,0.03666,0.1184,0.055609997,12.525355,1.8025776,164.202
6281.TW,4.89,0.159,nan,0.19500999,0.03756,0.19881001,0.032390002,17.218813,3.3107896,202.769
6282.TW,-0.1,0.888,25.860928,-0.00299,0.00681,0.22624001,-0.00808,nan,1.472085,40.2
6283.TW,-1.01,1.135,82.77777,-0.09239,-0.0446,0.058480002,-0.12315,nan,2.752124,9.63
6285.TW,8.84,0.59,15.044248,0.14687,0.04335,0.123780005,0.029409999,19.230768,2.5433874,251.811
6288.TW,0.27,1.061,22.13768,0.01898,-0.0047400002,0.13979,0.00485,113.14814,1.9881556,23.773
6405.TW,-1.12,1.012,nan,-0.029460002,-0.03004,-0.05559,-0.75877,nan,0.66191447,2.811
6409.TW,40.89,1.015,35.83188,0.38408002,0.15642999,0.31224,0.21546,45.243336,17.145187,216.017
6412.TW,8.43,0.506,11.5196085,0.28873,0.0884,0.21700001,0.097399995,16.725979,4.5892463,90.357
6414.TW,15.15,1.044,14.393288,0.114829995,0.02339,0.19599001,0.02961,22.079208,2.0302258,997.404
6415.TW,1.55,1.628,40.077522,0.01709,-0.00393,0.44467,0.01904,333.5484,6.2723684,41.423
6416.TW,3.99,0.384,18.368793,0.08284,0.03583,0.24159999,0.06507,32.45614,2.9067812,52.424
6426.TW,-2.69,1.624,nan,-0.08859,-0.080419995,0.08005,-0.70815,nan,2.42366,9.642
6431.TW,-1.98,0.72,nan,-0.18417,-0.070149995,0.20483999,-0.63514,nan,2.0707395,5.23
6438.TW,7.83,1.112,14.76684,0.15681,0.05335,0.29381,0.114580005,14.559387,2.134312,74.669
6442.TW,4.16,1.056,167.81915,0.083129995,0.041789997,0.35546002,0.14383,75.84135,10.200123,39.478
6443.TW,0.71,1.231,12.857142,0.0533,0.03871,0.16538,0.02548,39.295776,1.8657215,14.481
6446.TW,nan,0.5,43.943535,0.02418,-0.03332,0.88579005,0.01064,nan,nan,17.809
6449.TW,4.96,1.022,49.846626,0.11655,0.04792,0.27151,0.1588,32.762096,4.90418,33.369
6451.TW,2.74,1.033,nan,0.04062,0.00877,0.23691,-0.06666,94.34306,4.1320996,45.409
6456.TW,-4.53,0.83,12.460457,-0.050809998,-0.02547,0.04926,0.00387,nan,0.81618094,213.285
6464.TW,5.62,0.171,nan,0.08831,0.04413,0.50751996,0.30957,15.160142,1.34334,32.994
6472.TW,nan,0.65,17.923218,0.31609,0.10739,0.53527,0.31218,nan,nan,121.716
6477.TW,0.44,1.181,16.207628,0.011510001,0.015319999,0.26556998,-0.14671,86.931816,1.450842,9.616
6491.TW,24.3,1.442,15.157794,0.23306,0.11292,0.55247,0.34300998,19.567902,3.8436046,94.649
6504.TW,2.49,0.677,26.5,0.05026,0.01143,0.12776,0.03196,29.799196,1.4707339,85.051
6505.TW,2.36,0.382,19.077808,0.0696,0.021440001,0.0372,0.01874,28.050848,1.9665508,73.392
6515.TW,14.99,1.199,20.80359,0.16136,0.06964,0.38684,0.20709999,68.045364,10.591681,109.147
6525.TW,4.31,0.608,12.071428,0.1452,0.052389998,0.20335,0.12214,15.684455,2.2035334,34.198
6526.TW,8.08,-1.459,nan,0.11028,0.043569997,0.48731,0.11562,98.019806,8.114505,92.74
6531.TW,10.73,2.487,31.078905,0.17063,0.04335,0.42558,0.14125,35.973907,5.8917804,26.228
6533.TW,-1.93,1.833,60.06993,-0.02037,-0.04897,0.99904996,-0.91128,nan,4.565555,20.648
6541.TW,-14.37,0.341,-10.909091,-2.7723,-0.42087,0.57268,-125.71254,nan,13.469791,0.26
6550.TW,-2.28,0.796,nan,-0.15277,-0.10272,0.1739,-605.71655,nan,6.4539657,0.005
6552.TW,0.57,0.585,11.539961,0.00301,-0.01417,0.02211,-0.06415,103.85965,1.9420661,21.27
6558.TW,nan,1.327,27.135416,0.00044,-0.0123000005,0.16733,-0.08202,Infinity,1.6270064,12.373
6573.TW,-2.93,0.747,nan,-0.30759,-0.05948,0.02861,-0.1574,nan,1.7706785,14.112
6579.TW,10.56,0.861,25.428572,0.1162,0.0396,0.35544997,0.05025,16.85606,2.71536,67.417
6581.TW,4.92,0.586,20.7,0.14734,0.08732,0.43197,0.32836,21.036585,3.0597765,19.213
6582.TW,-1.04,0.561,nan,-0.0187,-0.022650002,0.00513,-0.22867,nan,0.97276616,8.456
6585.TW,7.74,0.318,21.837837,0.18236,0.081470005,0.36845002,0.25764,26.098192,4.309977,42.809
6591.TW,3.3,1.271,nan,0.07468,0.02762,0.28030002,0.082729995,18.484848,1.266322,38.795
6592.TW,5.9,0.367,17.189835,0.11217,0.01351,0.51579,0.18511999,19.491526,2.2552998,45.92
